first	second	third	probs
exist	let	alone	0.600000000
by	religious	groups	0.108108108
this	political	season	0.078947368
levels	found	in	0.666666667
positive	stories	about	0.500000000
another	mthemory	i	0.222222222
cost	hundreds	of	0.769230769
me	literally	screaming	0.076923077
whole	if	you	0.222222222
stretch	coming	up	1.000000000
then	success	is	0.750000000
opened	down	rose	0.666666667
wed	close	the	1.000000000
holiday	dinner	party	0.080000000
their	passing	game	0.583333333
split	among	two	0.090909091
of	tasting	notes	0.068965517
and	newly	married	0.050000000
to	tree	to	0.133333333
wednesday	accused	of	0.250000000
earn	income	for	0.222222222
event	time	is	0.333333333
plants	in	a	0.042372881
like	tap	dancing	0.600000000
everyone	doesnt	deserve	0.666666667
america	not	because	0.117647059
in	mood	for	0.100000000
ticket	sold	at	0.157894737
boys	to	the	0.166666667
of	blow	out	0.166666667
set	me	free	0.136363636
group	he	co	0.068181818
perfect	sense	and	0.055045872
some	guys	are	0.085858586
dont	suck	dick	0.086956522
put	more	effort	0.069767442
then	watch	a	0.114583333
aww	miss	you	0.750000000
officials	but	the	0.157894737
reached	back	into	0.285714286
a	smile	and	0.068965517
feel	it	in	0.064950980
gonna	rthemthember	me	0.333333333
wins	with	her	0.071428571
see	is	that	0.068656716
way	got	to	0.333333333
mind	ahead	of	1.000000000
NA	tastes	and	0.056062581
word	phrase	or	0.166666667
unusual	wear	pattern	0.333333333
havent	picked	up	0.409090909
heart	begins	to	1.000000000
maybe	cuz	its	0.230769231
look	feel	of	0.157894737
this	calling	is	0.400000000
family	off	on	0.222222222
six	degrees	from	0.117647059
outdoor	hockey	game	0.800000000
he	call	my	0.105263158
plastic	cup	of	0.090909091
because	girls	love	0.142857143
jail	or	prison	0.200000000
any	legal	questions	0.040816327
considering	you	have	0.105263158
just	decided	to	0.596491228
even	mind	the	0.176470588
pull	into	their	0.054054054
did	right	there	0.090909091
running	toward	me	0.200000000
hate	people	i	0.033519553
games	over	four	0.043010753
camera	around	my	0.363636364
mthembers	only	and	0.060000000
simply	played	the	0.500000000
law	mother	in	1.000000000
of	philadelphia	said	0.028368794
grill	has	been	0.250000000
were	breaking	the	0.181818182
would	on	a	0.300000000
NA	entry	level	0.055450773
counties	along	the	0.666666667
students	threw	rocks	1.000000000
overall	story	of	0.200000000
definitely	watch	it	0.571428571
we	sort	through	0.095238095
thoughts	went	through	1.000000000
than	planned	and	0.083333333
relationship	going	then	0.153846154
step	too	far	0.687500000
as	increasing	numbers	0.153846154
sounds	to	you	0.050847458
largest	school	districts	0.147058824
hate	me	but	0.034965035
must	enter	by	0.142857143
late	leaving	the	0.666666667
truth	that	is	0.087719298
counting	money	and	0.250000000
childrens	library	program	0.200000000
surprise	mom	with	0.500000000
you	not	only	0.039669421
with	milk	from	0.019417476
this	lost	man	0.111111111
base	began	to	1.000000000
often	sethem	like	0.057142857
level	know	what	1.000000000
wasnt	because	he	0.068965517
one	category	in	0.086956522
an	insane	person	0.047619048
to	families	and	0.127272727
earth	then	the	0.200000000
whose	four	children	0.250000000
during	hollywood	week	1.000000000
for	complete	details	0.220000000
worst	and	most	0.142857143
recently	dropped	the	0.333333333
it	including	a	0.122448980
brings	something	special	0.157894737
myself	by	constantly	0.059405941
i	this	week	0.066666667
part	said	that	0.125000000
NA	clear	that	0.120172075
former	reality	show	0.600000000
private	owners	in	0.222222222
dear	husband	who	0.090909091
years	following	that	0.068965517
guys	at	the	0.264840183
about	civil	war	0.214285714
expect	you	can	0.016949153
im	past	my	0.200000000
treated	her	with	0.062500000
banks	he	said	0.285714286
about	k	pop	0.125000000
to	neighborhood	schools	0.111111111
class	since	i	0.142857143
ipad	a	couple	0.142857143
occasionally	like	to	1.000000000
seeking	comment	from	0.049504950
enforcthement	review	board	1.000000000
pay	tv	services	0.064516129
best	known	as	0.097264438
up	those	things	0.020547945
after	considering	several	0.100000000
her	close	and	0.075471698
texas	leads	the	0.333333333
gas	production	in	0.092592593
our	mthemories	are	0.060000000
originally	started	in	0.157894737
other	building	materials	0.200000000
some	winter	weather	0.181818182
drinking	which	is	0.400000000
cute	kid	stories	0.133333333
possession	they	had	0.666666667
catholic	president	would	0.500000000
push	press	and	0.200000000
army	at	fort	0.117647059
best	comedy	album	0.050000000
with	energy	and	0.228915663
man	since	the	0.400000000
weekly	newspaper	and	0.250000000
families	but	not	0.055555556
i	feature	ththem	0.181818182
east	tournament	with	0.048780488
second	child	and	0.048780488
tape	it	up	0.095238095
mile	left	before	0.400000000
all	he	has	0.075144509
losing	badly	to	0.222222222
are	scared	to	0.297297297
that	spirit	i	0.101694915
season	with	salt	0.164893617
new	teams	new	0.083333333
companys	poor	performance	0.666666667
did	around	the	0.285714286
australia	on	a	0.166666667
homework	when	you	0.142857143
down	no	doubt	0.076923077
your	third	to	0.062500000
negative	feelings	are	0.066666667
the	resolution	to	0.060728745
often	since	it	0.200000000
couples	the	right	0.318181818
getting	dirty	and	0.166666667
been	paid	to	0.106382979
i	glad	that	0.108108108
are	literally	the	0.058333333
would	leave	the	0.197530864
start	time	is	0.107142857
places	or	people	0.071428571
games	on	my	0.061452514
new	software	to	0.114285714
challenge	here	are	0.063829787
this	writer	is	0.065217391
NA	ducks	have	0.033694344
impossible	with	the	0.235294118
vacation	with	the	0.154929577
player	going	to	1.000000000
both	network	and	0.666666667
life	went	on	0.428571429
that	managthement	would	0.115384615
ready	very	soon	1.000000000
shop	sethems	to	1.000000000
friends	weve	made	0.400000000
out	except	how	0.217391304
drug	taking	and	0.400000000
only	counts	in	0.166666667
for	stores	to	0.137931034
my	sweet	husband	0.051679587
guys	know	that	0.148387097
joy	you	ll	0.095238095
again	after	i	0.031674208
may	you	have	0.169172932
incident	began	just	0.136363636
often	now	because	0.071428571
discovered	from	this	0.250000000
its	interests	and	0.250000000
all	happened	at	0.082191781
identity	within	the	0.666666667
style	in	the	0.216216216
manager	jason	anderson	0.333333333
reason	number	two	0.222222222
p	h	o	0.272727273
up	face	to	0.100000000
fabulous	in	the	0.260869565
retweet	or	share	0.111111111
up	working	out	0.090909091
negative	attention	from	0.125000000
many	species	as	0.090909091
wanna	help	me	0.393442623
a	weekly	column	0.036312849
friends	are	like	0.051558753
officers	or	their	0.081081081
club	looks	to	0.500000000
and	twice	in	0.090909091
united	of	california	0.285714286
even	handle	it	0.166666667
know	rt	i	0.117647059
wealth	by	buying	0.133333333
was	outside	of	0.077669903
familiar	piece	fresh	0.500000000
horrible	experience	at	0.080000000
more	until	the	0.086956522
bags	ready	to	0.428571429
my	rick	ross	0.428571429
imagination	or	does	0.111111111
direct	effect	of	0.333333333
checked	the	weather	0.035087719
who	constantly	post	0.046511628
though	lies	in	1.000000000
grab	at	least	0.181818182
time	i	was	0.072697900
specifically	designed	to	0.432432432
to	new	orleans	0.062608696
like	counting	license	0.500000000
to	common	belief	0.047619048
doesnt	last	long	0.204545455
walking	along	the	0.513513514
novthember	which	was	0.142857143
made	great	efforts	0.032786885
new	parking	lot	0.181818182
most	individuals	to	0.200000000
stood	together	at	0.357142857
the	genre	but	0.036253776
note	about	this	0.074468085
whether	having	a	0.666666667
tea	but	the	0.137931034
far	done	little	1.000000000
changing	world	of	0.222222222
airport	i	have	0.093750000
and	grew	and	0.043795620
covering	half	the	0.666666667
filling	but	you	0.230769231
staying	strong	to	0.100000000
for	leading	the	0.333333333
boots	on	the	0.328767123
anything	happens	in	0.105263158
colored	the	rest	0.057971014
true	freshman	quarterback	0.117647059
quality	i	really	0.080000000
ur	friends	n	0.045454545
web	sites	that	0.063380282
offense	is	a	0.046153846
was	spend	on	0.285714286
third	perfect	game	1.000000000
dry	beans	can	0.250000000
who	try	to	0.814159292
face	this	morning	0.121212121
research	by	a	0.050000000
into	place	and	0.055232558
bills	said	the	0.166666667
she	dont	wanna	0.142857143
work	equally	well	0.714285714
serious	dark	wood	0.400000000
could	ask	a	0.030303030
crowd	you	re	0.133333333
raw	eggs	in	0.200000000
films	like	the	0.211764706
lately	are	the	0.111111111
property	under	the	0.187500000
those	faces	that	0.133333333
farm	since	the	0.400000000
downtown	at	key	0.102040816
to	mthemory	or	0.040816327
boxes	used	to	0.666666667
is	stronger	in	0.038095238
bridge	after	his	0.230769231
expected	so	much	0.235294118
haha	hes	a	0.200000000
was	throwing	a	0.144444444
one	anymore	either	0.166666667
maybe	itll	help	0.114285714
setting	then	this	0.400000000
are	square	and	0.666666667
kicked	her	butt	0.071428571
a	put	back	0.181818182
rooms	will	be	0.500000000
ipad	love	it	0.666666667
are	below	the	0.153846154
same	books	the	0.200000000
folks	like	me	0.129411765
against	time	and	0.166666667
but	by	then	0.048155738
take	before	photos	0.066666667
famous	white	property	0.250000000
womens	and	childrens	0.333333333
worst	nights	of	0.500000000
feel	her	pain	0.080645161
wasnt	very	long	0.033333333
brings	in	the	0.107438017
education	text	and	1.000000000
about	when	the	0.078717201
about	light	rail	0.105263158
didnt	wait	to	0.095238095
friday	called	the	0.428571429
the	portland	area	0.128770302
she	showed	up	0.157480315
multiple	letters	and	0.500000000
of	contthemporary	fiction	0.025641026
offering	its	own	0.357142857
father	can	you	0.166666667
absolutely	have	to	0.702127660
for	future	projects	0.022875817
with	phil	jones	0.064516129
jury	got	the	0.333333333
initially	people	thought	0.666666667
seek	care	when	0.285714286
before	next	year	0.148936170
and	stadium	development	0.240000000
businesses	they	have	0.250000000
immediately	there	is	0.333333333
dthemocrats	voting	yes	0.230769231
currently	awards	an	1.000000000
calling	as	the	0.095238095
mouth	it	shall	0.166666667
student	last	year	0.428571429
say	compared	to	1.000000000
solution	but	it	0.130434783
im	talking	to	0.142367067
is	suspect	and	0.120000000
keep	living	in	0.142857143
could	often	be	0.642857143
u	may	not	0.108433735
for	i	have	0.125939850
see	jesus	in	0.166666667
should	do	it	0.113077679
license	and	they	0.032894737
comfort	not	style	0.666666667
couples	get	their	0.285714286
eating	all	day	0.112903226
totally	see	it	0.147058824
go	tell	the	0.155555556
basic	land	line	1.000000000
we	missed	the	0.138709677
yet	despite	this	0.061538462
around	the	world	0.153616637
so	super	excited	0.127659574
milwaukee	avenue	arts	1.000000000
info	for	my	0.065573770
valley	should	be	0.750000000
control	their	costs	0.058139535
ones	around	the	0.153846154
minister	has	been	0.142857143
and	big	screen	0.019342360
forget	we	are	0.224137931
on	art	hill	0.031746032
of	anti	american	0.013636364
breaks	something	in	1.000000000
different	messages	are	0.333333333
good	whether	it	0.333333333
goes	about	his	0.148148148
post	though	i	0.176470588
metro	center	today	0.076923077
gop	chairman	dick	0.066666667
union	station	today	0.048000000
their	personality	to	0.058823529
winter	spring	and	0.208333333
step	away	and	0.023255814
than	los	angeles	0.800000000
town	by	the	0.184210526
tea	time	and	0.037037037
leave	state	service	0.666666667
writes	he	says	0.285714286
great	san	francisco	0.461538462
my	grilled	cheese	0.400000000
control	although	i	0.666666667
funny	moments	but	0.100000000
support	which	would	0.105263158
more	have	been	0.169811321
woman	might	have	0.600000000
burn	on	monday	0.062500000
gets	mad	when	0.135593220
crowd	with	the	0.042857143
rather	different	in	0.090909091
hahaha	for	real	0.500000000
at	moments	it	0.142857143
jumped	as	if	0.285714286
song	bruce	has	1.000000000
tweets	out	in	0.142857143
didnt	affect	me	0.130434783
army	of	one	0.018796992
not	discuss	the	0.237623762
book	down	in	0.051724138
fam	if	you	0.666666667
cold	the	day	0.057692308
mom	handed	me	0.666666667
also	afraid	of	0.333333333
things	between	us	0.363636364
me	realize	i	0.082397004
better	going	forward	0.250000000
request	by	a	0.050847458
later	shortly	after	1.000000000
other	real	life	0.080000000
cant	wear	that	0.121951220
congratulations	on	a	0.042929293
best	me	that	0.222222222
husband	found	a	0.428571429
a	fishing	trip	0.118811881
grass	fed	steak	0.035714286
happy	girl	with	0.028571429
wont	care	about	0.200000000
dead	fish	in	0.066666667
you	free	at	0.020512821
plays	such	a	0.411764706
didnt	add	up	0.150000000
trend	on	the	0.051282051
ya	doing	so	0.080000000
one	woke	up	0.750000000
by	problthems	with	0.222222222
their	history	and	0.118279570
make	major	changes	0.208333333
NA	derby	is	0.025204789
final	details	for	0.230769231
denver	and	i	0.036496350
just	hand	it	0.166666667
that	certain	foods	0.019480519
benefits	based	on	1.000000000
bro	keep	up	0.250000000
full	list	go	0.029411765
sea	and	all	0.022421525
stupid	when	your	0.100000000
bringing	charges	against	0.500000000
old	wine	and	0.153846154
party	movthement	which	0.070422535
junior	who	has	0.093750000
chris	i	are	0.115384615
not	worth	my	0.038548753
coming	at	the	0.111764706
from	morgan	state	0.384615385
continues	tuesday	with	0.333333333
prices	reflect	our	0.500000000
the	joy	and	0.067741935
tried	a	few	0.133891213
impact	then	we	0.400000000
funds	to	pay	0.096153846
style	fashion	show	0.571428571
victory	finishing	with	1.000000000
plus	several	other	0.272727273
spots	because	of	0.333333333
pain	when	you	0.094339623
center	is	the	0.054824561
makes	do	with	1.000000000
decades	or	so	0.388888889
another	wednesday	and	0.235294118
every	table	is	0.200000000
one	assistant	coach	0.230769231
said	baltimore	racing	0.571428571
NA	centers	and	0.078947368
three	story	house	0.050000000
being	right	on	0.080000000
as	profit	and	0.200000000
a	not	for	0.102893891
food	trying	to	1.000000000
personal	to	the	0.047619048
hes	continuing	to	0.666666667
party	had	been	0.070175439
on	derby	day	0.545454545
contact	your	local	0.103896104
stand	one	more	0.500000000
no	depth	to	0.200000000
large	pitcher	of	0.333333333
known	what	was	0.116883117
poll	shows	the	0.087719298
property	manager	and	0.083333333
survey	released	last	0.212121212
reasonable	cost	and	0.222222222
weeks	once	he	0.200000000
and	russian	river	0.095238095
white	star	line	0.564102564
guide	that	will	0.111111111
listening	any	more	1.000000000
always	means	that	0.210526316
links	below	and	0.160000000
blend	of	all	0.012875536
twice	over	a	0.166666667
and	ross	is	0.057142857
week	showed	that	0.192307692
get	to	know	0.061799923
downtown	office	building	0.217391304
their	bench	is	0.090909091
get	photos	of	0.350000000
square	to	see	0.081967213
core	audience	is	0.181818182
which	stories	got	0.300000000
several	board	mthembers	0.916666667
opportunities	i	wouldnt	0.105263158
refused	food	for	0.400000000
the	mexico	border	0.076923077
ill	sleep	when	0.250000000
we	spread	ourselves	0.120000000
and	range	of	0.250000000
process	will	be	0.179487179
plays	guitar	and	0.454545455
and	surrounded	by	0.786885246
football	next	season	0.545454545
each	bag	with	0.181818182
outside	then	a	0.125000000
said	hello	to	0.153061224
case	began	in	0.285714286
if	like	in	0.037735849
older	son	and	0.061224490
boys	off	to	0.333333333
dj	double	r	0.333333333
needs	ideas	for	0.666666667
she	rolled	her	0.277777778
best	policy	and	0.103448276
weird	seeing	just	0.090909091
started	pulling	himself	0.117647059
not	happen	to	0.061403509
known	any	better	0.400000000
